2025-01-08 06:13:14,198 INFO    MainThread:91236 [wandb_setup.py:_flush():68] Current SDK version is 0.19.1
2025-01-08 06:13:14,199 INFO    MainThread:91236 [wandb_setup.py:_flush():68] Configure stats pid to 91236
2025-01-08 06:13:14,199 INFO    MainThread:91236 [wandb_setup.py:_flush():68] Loading settings from /Users/woocheolshin/.config/wandb/settings
2025-01-08 06:13:14,199 INFO    MainThread:91236 [wandb_setup.py:_flush():68] Loading settings from /Users/woocheolshin/shin/reproduction/LNS-EECBS/wandb/settings
2025-01-08 06:13:14,199 INFO    MainThread:91236 [wandb_setup.py:_flush():68] Loading settings from environment variables
2025-01-08 06:13:14,199 INFO    MainThread:91236 [wandb_init.py:_log_setup():528] Logging user logs to /Users/woocheolshin/shin/reproduction/LNS-EECBS/wandb/run-20250108_061314-oa9fcudf/logs/debug.log
2025-01-08 06:13:14,199 INFO    MainThread:91236 [wandb_init.py:_log_setup():529] Logging internal logs to /Users/woocheolshin/shin/reproduction/LNS-EECBS/wandb/run-20250108_061314-oa9fcudf/logs/debug-internal.log
2025-01-08 06:13:14,199 INFO    MainThread:91236 [wandb_init.py:init():644] calling init triggers
2025-01-08 06:13:14,199 INFO    MainThread:91236 [wandb_init.py:init():650] wandb.init called with sweep_config: {}
config: {'max_t': 10, 'n_agent': 10, 'n_task': 20, 'wandb': True, 'visualize': False, 'seed': 7}
2025-01-08 06:13:14,199 INFO    MainThread:91236 [wandb_init.py:init():680] starting backend
2025-01-08 06:13:14,199 INFO    MainThread:91236 [wandb_init.py:init():684] sending inform_init request
2025-01-08 06:13:14,228 INFO    MainThread:91236 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2025-01-08 06:13:14,228 INFO    MainThread:91236 [wandb_init.py:init():697] backend started and connected
2025-01-08 06:13:14,230 INFO    MainThread:91236 [wandb_init.py:init():790] updated telemetry
2025-01-08 06:13:14,249 INFO    MainThread:91236 [wandb_init.py:init():822] communicating run to backend with 90.0 second timeout
2025-01-08 06:13:14,686 INFO    MainThread:91236 [wandb_init.py:init():874] starting run threads in backend
2025-01-08 06:13:14,833 INFO    MainThread:91236 [wandb_run.py:_console_start():2374] atexit reg
2025-01-08 06:13:14,833 INFO    MainThread:91236 [wandb_run.py:_redirect():2224] redirect: wrap_raw
2025-01-08 06:13:14,833 INFO    MainThread:91236 [wandb_run.py:_redirect():2289] Wrapping output streams.
2025-01-08 06:13:14,834 INFO    MainThread:91236 [wandb_run.py:_redirect():2314] Redirects installed.
2025-01-08 06:13:14,836 INFO    MainThread:91236 [wandb_init.py:init():916] run started, returning control to user process
2025-01-08 06:14:17,896 WARNING MsgRouterThr:91236 [router.py:message_loop():75] message_loop has been closed
